"DEPCODE","County","State","Facility","Total Deaths","Resident Deaths","Staff Deaths","Deaths UI"
5,"Brevard","Florida","SOLARIS HEALTHCARE MERRITT ISLAND","0","0","0","0"
5,"Brevard","Florida","ROCKLEDGE HEALTH AND REHABILITATION CENTER","6","6","0","0"
5,"Brevard","Florida","MARKET STREET VIERA","0","0","0","0"
5,"Brevard","Florida","LIFE CARE CENTER OF PALM BAY","0","0","0","0"
5,"Brevard","Florida","VIERA HEALTH AND REHABILITATION CENTER","1","1","0","0"
5,"Brevard","Florida","BROOKSHIRE (THE)","0","0","0","0"
5,"Brevard","Florida","PALMS REHABILITATION AND HEALTHCARE CENTER, THE","1","1","0","0"
5,"Brevard","Florida","DISCOVERY VILLAGE AT MELBOURNE","0","0","0","0"
5,"Brevard","Florida","VIERA DEL MAR HEALTH AND REHABILITATION CENTER","0","0","0","0"
5,"Brevard","Florida","AUTUMN HOUSE","0","0","0","0"
5,"Brevard","Florida","ATLANTIC SHORES NURSING AND REHAB CENTER","0","0","0","0"
5,"Brevard","Florida","BROOKDALE MELBOURNE","0","0","0","0"
5,"Brevard","Florida","ZON BEACHSIDE LLC","0","0","0","0"
5,"Brevard","Florida","COURTENAY SPRINGS VILLAGE","2","2","0","0"
5,"Brevard","Florida","ADDINGTON PLACE OF TITUSVILLE","0","0","0","0"
5,"Brevard","Florida","MELBOURNE TERRACE REHABILITATION CENTER","1","0","0","1"
5,"Brevard","Florida","PALM COTTAGES OF ROCKLEDGE","0","0","0","0"
5,"Brevard","Florida","J & K ASSISTED LIVING, INC","0","0","0","0"
5,"Brevard","Florida","GREENWOOD PLACE","3","3","0","0"
5,"Brevard","Florida","SONATA VIERA","0","0","0","0"
5,"Brevard","Florida","SEABREEZE ASSISTED LIVING LLC","0","0","0","0"
5,"Brevard","Florida","ANCHOR CARE AND REHABILITATION CENTER","0","0","0","0"
5,"Brevard","Florida","WAVE CREST HEALTH AND REHABILITATION CENTER","0","0","0","0"
5,"Brevard","Florida","GRAND VILLA OF MELBOURNE","0","0","0","0"
6,"Broward","Florida","GRAND COURT ALF LLC","0","0","0","0"
6,"Broward","Florida","DELMA HICKS ASSISTED LIVING FACILITY","0","0","0","0"
6,"Broward","Florida","HARBORCHASE OF TAMARAC","6","6","0","0"
6,"Broward","Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","A & L HEALTHCARE, CORP.","0","0","0","0"
6,"Broward","Florida","VILLA RIO VISTA","2","2","0","0"
6,"Broward","Florida","TAMARAC REHABILITATION AND HEALTH CENTER, INC.","2","2","0","0"
6,"Broward","Florida","PRESIDENTIAL PLACE","6","6","0","0"
6,"Broward","Florida","EASTSIDE ACTIVE LIVING","1","1","0","0"
6,"Broward","Florida","PENINSULA (THE)","0","0","0","0"
6,"Broward","Florida","LEISURE LIVING OF VICTORIA PARK","0","0","0","0"
6,"Broward","Florida","FALSDA","0","0","0","0"
6,"Broward","Florida","NORTH LAKE RETIREMENT HOME INC","0","0","0","0"
6,"Broward","Florida","SONATA COCONUT CREEK","1","1","0","0"
6,"Broward","Florida","THE BRIDGE AT INVERRARY","0","0","0","0"
6,"Broward","Florida","EMERALD PARK OF HOLLYWOOD","0","0","0","0"
6,"Broward","Florida","ARTIS SENIOR LIVING OF DAVIE LLC","0","0","0","0"
6,"Broward","Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","0","0","0","0"
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF PLANTATION","1","0","1","0"
6,"Broward","Florida","CHILDREN'S COMPREHENSIVE CARE CENTER, INC.","0","0","0","0"
6,"Broward","Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","0","0","0","0"
6,"Broward","Florida","NSPIRE HEALTHCARE TAMARAC","1","1","0","0"
6,"Broward","Florida","WINDSOR PLACE RETIREMENT HOME","0","0","0","0"
6,"Broward","Florida","MAGGYS HOME CARE III INC","1","1","0","0"
6,"Broward","Florida","ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING HOME","14","14","0","0"
6,"Broward","Florida","VICTORIA GARDENS HOME ALF","0","0","0","0"
6,"Broward","Florida","NSPIRE HEALTHCARE PLANTATION","5","5","0","0"
6,"Broward","Florida","ATRIA TAMARAC","0","0","0","0"
6,"Broward","Florida","LINCOLN MANOR","0","0","0","0"
6,"Broward","Florida","FORUM AT DEER CREEK","0","0","0","0"
6,"Broward","Florida","THE FORUM AT DEER CREEK","1","1","0","0"
6,"Broward","Florida","PARADISE VILLA RETIREMENT AT SHERIDAN #V","0","0","0","0"
6,"Broward","Florida","SPRINGTREE REHABILITATION & HEALTH CARE CENTER","0","0","0","0"
6,"Broward","Florida","SAEJCA'S CASTLE LLC","2","2","0","0"
6,"Broward","Florida","ANGEL CARE ALF INC","0","0","0","0"
6,"Broward","Florida","THE MERIDIAN AT WATERWAYS","0","0","0","0"
6,"Broward","Florida","ACTIVE SENIOR LIVING RESIDENCE","0","0","0","0"
6,"Broward","Florida","THE RESIDENCE AT DANIA BEACH","0","0","0","0"
6,"Broward","Florida","ST JOSEPH RESIDENCE, INC.","0","0","0","0"
6,"Broward","Florida","NEW HORIZON OF TAMARAC","1","1","0","0"
6,"Broward","Florida","GLADES WEST REHABILITATION AND NURSING CENTER","0","0","0","0"
6,"Broward","Florida","SEAVIEW NURSING AND REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","GOLFCREST HEALTHCARE CENTER","5","5","0","0"
6,"Broward","Florida","MARGATE HEALTH AND REHABILITATION CENTER","9","9","0","0"
6,"Broward","Florida","MIDTOWN MANOR","0","0","0","0"
6,"Broward","Florida","LIFE CARE CENTER OF INVERRARY","1","1","0","0"
6,"Broward","Florida","MEMORIAL MANOR","3","3","0","0"
6,"Broward","Florida","TREEMONT ON THE PARK","0","0","0","0"
6,"Broward","Florida","BROWARD NURSING & REHABILITATION CENTER","1","1","0","0"
6,"Broward","Florida","PLAZA OF HALLANDALE BEACH","0","0","0","0"
6,"Broward","Florida","EMBASSY RETIREMENT HOME OF MARGATE","0","0","0","0"
6,"Broward","Florida","PRINCE ADAM'S PLACE LLC","0","0","0","0"
6,"Broward","Florida","BRIGHT HORIZONS OF RAMBLEWOOD, INC.","4","4","0","0"
6,"Broward","Florida","LENOX ON THE LAKE (THE)","0","0","0","0"
6,"Broward","Florida","WESTCHESTER OF SUNRISE","0","0","0","0"
6,"Broward","Florida","THE HORIZON CLUB","1","1","0","0"
6,"Broward","Florida","GRAND VILLA OF DEERFIELD BEACH","0","0","0","0"
6,"Broward","Florida","ST. JOHN'S NURSING CENTER","3","3","0","0"
6,"Broward","Florida","BUCKINGHAM PLACE, LLC","1","1","0","0"
6,"Broward","Florida","THE INN AT ASTON GARDENS","0","0","0","0"
6,"Broward","Florida","CROSS POINTE CARE CENTER","0","0","0","0"
6,"Broward","Florida","ST. ANDREW TOWERS","0","0","0","0"
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF HOLLYWOOD","4","4","0","0"
6,"Broward","Florida","VIZCAYA BY THE SEA","0","0","0","0"
6,"Broward","Florida","GOOD HOPE MANOR","4","4","0","0"
6,"Broward","Florida","EMERALD VILLA","0","0","0","0"
6,"Broward","Florida","JOHN KNOX VILLAGE OF FLORIDA, INC.","0","0","0","0"
6,"Broward","Florida","PLANTATION NURSING & REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","ATRIA WILLOW WOOD","8","8","0","0"
6,"Broward","Florida","LOVABLE FAMILY HOMECARE","0","0","0","0"
6,"Broward","Florida","THE COURT AT PALM AIRE","2","2","0","0"
6,"Broward","Florida","YOURLIFE OF COCONUT CREEK","0","0","0","0"
6,"Broward","Florida","THE SHERIDAN AT COOPER CITY","0","0","0","0"
6,"Broward","Florida","THE PRESERVE AT PALM AIRE","1","1","0","0"
6,"Broward","Florida","PALMS CARE CENTER","7","7","0","0"
6,"Broward","Florida","GOLDEN SWAN ASSISTED LIVING, INC.","0","0","0","0"
6,"Broward","Florida","COVENANT LIVING OF FLORIDA","0","0","0","0"
6,"Broward","Florida","REGENTS PARK OF SUNRISE","0","0","0","0"
6,"Broward","Florida","MANOR PINES CONVALESCENT CENTER","24","24","0","0"
6,"Broward","Florida","GOLDEN AGE MANOR ALF","0","0","0","0"
6,"Broward","Florida","SUN COAST RESIDENTIAL CARE, INC.","0","0","0","0"
6,"Broward","Florida","AVALON PARK RETIREMENT RESIDENCE, INC.","2","2","0","0"
6,"Broward","Florida","ROYAL PALM SENIOR RESIDENCE","0","0","0","0"
6,"Broward","Florida","SOLARIS HEALTHCARE COCONUT CREEK","0","0","0","0"
6,"Broward","Florida","FT LAUDERDALE HEALTH AND REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","OAKMONTE VILLAGE OF DAVIE","1","1","0","0"
6,"Broward","Florida","POMPANO HEALTH AND REHABILITATION CENTER","7","7","0","0"
6,"Broward","Florida","FLAMINGO ALF","0","0","0","0"
6,"Broward","Florida","SUNRISE HEALTH AND REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","PACIFICA SENIOR LIVING FOREST TRACE","1","1","0","0"
6,"Broward","Florida","HILLCREST HEALTH CARE AND REHABILITATION CENTER","5","5","0","0"
6,"Broward","Florida","PACIFICA SENIOR LIVING SUNRISE","0","0","0","0"
6,"Broward","Florida","COVENANT VILLAGE CARE CENTER","2","2","0","0"
6,"Broward","Florida","LAKEVIEW RETIREMENT RESIDENCE, INC.","0","0","0","0"
6,"Broward","Florida","KELLY'S ASSISTED LIVING FACILITY","0","0","0","0"
6,"Broward","Florida","MANOR OAKS NURSING & REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","MAJESTIC MEMORY CARE CENTER","0","0","0","0"
6,"Broward","Florida","ANN STORCK CENTER, INC.","0","0","0","0"
6,"Broward","Florida","ALLEGRO","0","0","0","0"
6,"Broward","Florida","APOLLO GARDENS RETIREMENT RESIDENCE CARE, INC.","0","0","0","0"
6,"Broward","Florida","SHERIDAN MANOR, INC.","0","0","0","0"
6,"Broward","Florida","NSPIRE HEALTHCARE LAUDERHILL","21","21","0","0"
6,"Broward","Florida","DEERFIELD BEACH HEALTH AND REHABILITATION CENTER","1","1","0","0"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","2","2","0","0"
6,"Broward","Florida","COURT AT PALM AIRE, THE","7","7","0","0"
6,"Broward","Florida","LIVEWELL AT CORAL PLAZA","0","0","0","0"
6,"Broward","Florida","THE COLONY CLUB ALF","2","2","0","0"
6,"Broward","Florida","OMEGA GROUP OF SOUTH FLORIDA, INC.","0","0","0","0"
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","1","1","0","0"
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","5","5","0","0"
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","3","3","0","0"
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","3","3","0","0"
8,"Charlotte","Florida","HERITAGE OAKS ASSISTED LIVING AND MEMORY CARE","0","0","0","0"
8,"Charlotte","Florida","BROOKDALE ROTONDA","0","0","0","0"
8,"Charlotte","Florida","CHELSEA PLACE RETIREMENT LIVING, LLC","0","0","0","0"
8,"Charlotte","Florida","HARBOUR TERRACE","5","5","0","0"
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","13","13","0","0"
8,"Charlotte","Florida","VILLAGE PLACE RETIREMENT","1","1","0","0"
8,"Charlotte","Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","0","0","0","0"
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","18","18","0","0"
8,"Charlotte","Florida","COURTYARD ASSISTED LIVING (THE)","0","0","0","0"
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","3","3","0","0"
8,"Charlotte","Florida","HARBORVIEW ACRES INC","0","0","0","0"
8,"Charlotte","Florida","LEXINGTON MANOR ASSISTED LIVING","0","0","0","0"
8,"Charlotte","Florida","BROOKDALE PORT CHARLOTTE","0","0","0","0"
8,"Charlotte","Florida","VICK STREET MANOR","0","0","0","0"
8,"Charlotte","Florida","CONSULATE HEALTH CARE OF PORT CHARLOTTE","0","0","0","0"
8,"Charlotte","Florida","SANDHILL GARDENS RETIREMENT CENTER","1","1","0","0"
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","4","4","0","0"
9,"Citrus","Florida","GRAND LIVING AT CITRUS HILLS","0","0","0","0"
9,"Citrus","Florida","BRENTWOOD RETIREMENT COMMUNITY","0","0","0","0"
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","0","0","0","0"
9,"Citrus","Florida","ARBOR TRAIL REHAB AND SKILLED NURSING CENTER","0","0","0","0"
9,"Citrus","Florida","SUGARMILL MANOR","0","0","0","0"
9,"Citrus","Florida","CYPRESS COVE CARE CENTER","0","0","0","0"
9,"Citrus","Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","0","0","0","0"
9,"Citrus","Florida","PLEASANT GROVE MANOR","0","0","0","0"
9,"Citrus","Florida","BROOKDALE CITRUS","0","0","0","0"
9,"Citrus","Florida","CROWN COURT","0","0","0","0"
9,"Citrus","Florida","FLORIDA MENTOR","0","0","0","0"
9,"Citrus","Florida","LIFE CARE CENTER OF CITRUS COUNTY","0","0","0","0"
9,"Citrus","Florida","CRYSTAL RIVER HEALTH AND REHABILITATION CENTER","0","0","0","0"
9,"Citrus","Florida","DIAMOND RIDGE HEALTH AND REHABILITATION CENTER","0","0","0","0"
9,"Citrus","Florida","CITRUS HEALTH AND REHABILITATION CENTER","0","0","0","0"
9,"Citrus","Florida","AVANTE AT INVERNESS INC","0","0","0","0"
9,"Citrus","Florida","SUPERIOR RESIDENCES OF LECANTO","1","1","0","0"
10,"Clay","Florida","CANTERFIELD OF CLAY COUNTY","0","0","0","0"
10,"Clay","Florida","PALAGIO SENIOR LIVING","0","0","0","0"
10,"Clay","Florida","WRIGHT MANOR LLC","0","0","0","0"
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","1","1","0","0"
10,"Clay","Florida","ALLEGRO","1","1","0","0"
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","1","1","0","0"
10,"Clay","Florida","SEAGRASS VILLAGE OF FLEMING ISLAND","2","2","0","0"
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","10","10","0","0"
10,"Clay","Florida","DIAMOND ALF, LLC","5","5","0","0"
10,"Clay","Florida","QUALITY CARE OF FLORIDA, INC","0","0","0","0"
10,"Clay","Florida","HEARTLAND HEALTH CARE CENTER - ORANGE PARK","4","4","0","0"
10,"Clay","Florida","CONSULATE HEALTH CARE OF ORANGE PARK","0","0","0","0"
10,"Clay","Florida","PRUITTHEALTH - FLEMING ISLAND","0","0","0","0"
10,"Clay","Florida","BROOKDALE ORANGE PARK","0","0","0","0"
10,"Clay","Florida","SIGNATURE HEALTHCARE OF ORANGE PARK","1","1","0","0"
10,"Clay","Florida","SILVER TREASURES AT ORANGE PARK LLC","0","0","0","0"
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","1","1","0","0"
10,"Clay","Florida","OAK VIEW REHABILITATION CENTER","0","0","0","0"
11,"Collier","Florida","ORCHID TERRACE","0","0","0","0"
11,"Collier","Florida","BENTLEY VILLAGE","0","0","0","0"
11,"Collier","Florida","GARDENS AT TERRACINA HEALTH & REHABILITATION","0","0","0","0"
11,"Collier","Florida","LAKESIDE PAVILION","1","1","0","0"
11,"Collier","Florida","NAPLES GREEN VILLAGE","5","5","0","0"
11,"Collier","Florida","KIVA AT CANTERBURY, LLC","0","0","0","0"
11,"Collier","Florida","THE COLLIER AT NAPLES","0","0","0","0"
11,"Collier","Florida","HARBORCHASE OF NAPLES","0","0","0","0"
11,"Collier","Florida","MEMORY CARE OF NAPLES","0","0","0","0"
11,"Collier","Florida","DISCOVERY VILLAGE AT NAPLES","0","0","0","0"
11,"Collier","Florida","TERRACINA GRAND","0","0","0","0"
11,"Collier","Florida","BARRINGTON TERRACE OF NAPLES","0","0","0","0"
11,"Collier","Florida","BITLEY VILLAGE","0","0","0","0"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC","0","0","0","0"
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","3","3","0","0"
11,"Collier","Florida","WATERCREST NAPLES ASSISTED LIVING AND MEMORY CARE","0","0","0","0"
11,"Collier","Florida","ARDEN COURTS OF LELY PALMS","0","0","0","0"
11,"Collier","Florida","CARLISLE NAPLES","0","0","0","0"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC.","0","0","0","0"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","1","1","0","0"
11,"Collier","Florida","MOORINGS PARK OAKSTONE AT GREY OAKS","0","0","0","0"
11,"Collier","Florida","MANORCARE AT LELY PALMS","8","8","0","0"
11,"Collier","Florida","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","0","0","0","0"
11,"Collier","Florida","KEYSTONE PLACE AT NAPLES PRESERVE","0","0","0","0"
11,"Collier","Florida","HERITAGE HEALTHCARE AND REHABILITATION CENTER","7","7","0","0"
11,"Collier","Florida","VILLA AT TERRACINA GRAND","0","0","0","0"
11,"Collier","Florida","ARBOR GLEN AT ARBOR TRACE","0","0","0","0"
11,"Collier","Florida","THE OPALS AT NAPLES","0","0","0","0"
11,"Collier","Florida","BROOKDALE NORTH NAPLES","0","0","0","0"
11,"Collier","Florida","TUSCANY VILLA OF NAPLES","0","0","0","0"
11,"Collier","Florida","PREMIER PLACE AT THE GLENVIEW","0","0","0","0"
11,"Collier","Florida","SOLARIS HEALTHCARE IMPERIAL","0","0","0","0"
11,"Collier","Florida","MANORCARE NURSING AND REHABILITATION CENTER","15","15","0","0"
11,"Collier","Florida","BEACH HOUSE NAPLES ASSISTED LIVING & MEMORY CARE","0","0","0","0"
11,"Collier","Florida","BENTLEY CARE CENTER","4","4","0","0"
12,"Columbia","Florida","SOLARIS HEALTHCARE LAKE CITY","0","0","0","0"
12,"Columbia","Florida","REHABILITATION CENTER OF LAKE CITY, THE","0","0","0","0"
12,"Columbia","Florida","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","1","0","1","0"
12,"Columbia","Florida","CANOPY AT HARPER LAKE (THE)","0","0","0","0"
12,"Columbia","Florida","BAYA POINTE NURSING AND REHABILITATION CENTER","0","0","0","0"
12,"Columbia","Florida","AVALON HEALTHCARE CENTER","0","0","0","0"
13,"Dade","Florida","HIALEAH NURSING AND REHABILITATION CENTER","52","52","0","0"
13,"Dade","Florida","FAIR HAVENS CENTER","51","51","0","0"
13,"Dade","Florida","SIGNATURE HEALTHCARE CENTER OF WATERFORD","40","40","0","0"
13,"Dade","Florida","A COMFORT LIVING INC","0","0","0","0"
13,"Dade","Florida","REGENTS PARK AT AVENTURA","29","29","0","0"
13,"Dade","Florida","LA CASITA NUESTRA HOME II","0","0","0","0"
13,"Dade","Florida","PALACE AT HOMESTEAD, LLC","1","1","0","0"
13,"Dade","Florida","SUSANNA WESLEY HEALTH CENTER","12","12","0","0"
13,"Dade","Florida","DULCE HOGAR","0","0","0","0"
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","24","24","0","0"
13,"Dade","Florida","PALM BREEZE A.L.F.","1","1","0","0"
13,"Dade","Florida","SUN VILLAGE HOMES INC","0","0","0","0"
13,"Dade","Florida","PAVILION GARDENS","0","0","0","0"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE, INC","0","0","0","0"
13,"Dade","Florida","NORTH DADE NURSING AND REHABILITATION CENTER","21","21","0","0"
13,"Dade","Florida","MIAMI ASTURIAS HOME INC","2","2","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE MIAMI LAKES","20","20","0","0"
13,"Dade","Florida","PALM GARDEN OF AVENTURA","5","5","0","0"
13,"Dade","Florida","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","10","10","0","0"
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","0","0","0","0"
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","0","0","0","0"
13,"Dade","Florida","PARK PLACE ASSISTED LIVING INC","0","0","0","0"
13,"Dade","Florida","LIVING CARE FACILITY INC","0","0","0","0"
13,"Dade","Florida","CORAL REEF NURSING & REHABILITATION CENTER","17","17","0","0"
13,"Dade","Florida","NEW ERA COMMUNITY HEALTH CENTER LLC","2","2","0","0"
13,"Dade","Florida","PROFESSIONAL HOME CARE I","1","1","0","0"
13,"Dade","Florida","SANDS AT SOUTH BEACH CARE CENTER, THE","15","15","0","0"
13,"Dade","Florida","PALMETTO CARE CENTER","2","2","0","0"
13,"Dade","Florida","PINECREST REHABILITATION CENTER","1","1","0","0"
13,"Dade","Florida","MIAMI SHORES NURSING AND REHAB CENTER","15","15","0","0"
13,"Dade","Florida","ARMERO TORRES ALF, INC","0","0","0","0"
13,"Dade","Florida","SINAI PLAZA NURSING AND REHAB CENTER","15","14","1","0"
13,"Dade","Florida","UNITY HEALTH AND REHABILITATION CENTER","15","15","0","0"
13,"Dade","Florida","HIALEAH SHORES NURSING AND REHAB CENTER","0","0","0","0"
13,"Dade","Florida","ASSISTED LIVING OF WESTCHESTER, LLC","0","0","0","0"
13,"Dade","Florida","VILLA SERENA I","0","0","0","0"
13,"Dade","Florida","WEST GABLES HEALTH CARE CENTER","9","9","0","0"
13,"Dade","Florida","GREEN STREET ALF, CORP","1","1","0","0"
13,"Dade","Florida","MIAMI-DADE COUNTY","1","1","0","0"
13,"Dade","Florida","VILLA ROSA I, INC.","0","0","0","0"
13,"Dade","Florida","MERRY ONE ALF","1","1","0","0"
13,"Dade","Florida","PALMETTO SUBACUTE CARE CENTER","12","12","0","0"
13,"Dade","Florida","BLANCA AZUZENA HOME CARE INC","0","0","0","0"
13,"Dade","Florida","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","12","12","0","0"
13,"Dade","Florida","PONCE PLAZA NURSING & REHABILITATION CENTER","4","4","0","0"
13,"Dade","Florida","CROSS GARDENS CARE CENTER","12","12","0","0"
13,"Dade","Florida","LOG CABIN ENTERPRISES, INC.","1","1","0","0"
13,"Dade","Florida","STERLING AVENTURA","1","1","0","0"
13,"Dade","Florida","JC LOVING HOME, INC","0","0","0","0"
13,"Dade","Florida","JEAN CARLOS ALF INC","0","0","0","0"
13,"Dade","Florida","SUNSHINE ELDERLY RESIDENCES, CORP","1","1","0","0"
13,"Dade","Florida","CUTLER BAY VILLAGE ALF","0","0","0","0"
13,"Dade","Florida","MIRAMAR SENIOR LIVING III","0","0","0","0"
13,"Dade","Florida","REVIVAL HOME, INC.","0","0","0","0"
13,"Dade","Florida","MIAMI JEWISH HEALTH SYSTEMS, INC.","11","11","0","0"
13,"Dade","Florida","SHALOM ALF","0","0","0","0"
13,"Dade","Florida","TWO SISTERS ALF INC.","0","0","0","0"
13,"Dade","Florida","ST ANNE'S RESIDENCE","0","0","0","0"
13,"Dade","Florida","CALVINELLE WEST ALF INC","0","0","0","0"
13,"Dade","Florida","OUR DREAM ALF","0","0","0","0"
13,"Dade","Florida","MP DIVERSIFIED SERVICES CORP","0","0","0","0"
13,"Dade","Florida","AVENTURA REHAB AND NURSING CENTER","10","9","1","0"
13,"Dade","Florida","MY NEW LIFE ALF LLC","0","0","0","0"
13,"Dade","Florida","ST JOSEPH ALF","0","0","0","0"
13,"Dade","Florida","NEW HOPE A.L.F., INC.","0","0","0","0"
13,"Dade","Florida","GOLDEN GLADES NURSING AND REHABILITATION CENTER","9","9","0","0"
13,"Dade","Florida","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","9","9","0","0"
13,"Dade","Florida","HIALEAH ALF INC","0","0","0","0"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","0","0","0","0"
13,"Dade","Florida","RESIDENTIAL PLAZA AT BLUE LAGOON","9","9","0","0"
