"DEPCODE","County","State","Facility","Total Deaths","Resident Deaths","Staff Deaths","Deaths UI"
6,"Broward","Florida","BRIGHT HORIZONS OF RAMBLEWOOD, INC.","4","4","0","0"
6,"Broward","Florida","MANOR PINES CONVALESCENT CENTER","24","24","0","0"
6,"Broward","Florida","MAJESTIC MEMORY CARE CENTER","0","0","0","0"
6,"Broward","Florida","OAKMONTE VILLAGE OF DAVIE","1","1","0","0"
6,"Broward","Florida","THE PRESERVE AT PALM AIRE","1","1","0","0"
6,"Broward","Florida","LAKEVIEW RETIREMENT RESIDENCE, INC.","0","0","0","0"
6,"Broward","Florida","MIDTOWN MANOR","0","0","0","0"
6,"Broward","Florida","GOLFCREST HEALTHCARE CENTER","3","3","0","0"
6,"Broward","Florida","HILLCREST HEALTH CARE AND REHABILITATION CENTER","2","2","0","0"
6,"Broward","Florida","PRESIDENTIAL PLACE","4","4","0","0"
6,"Broward","Florida","THE FORUM AT DEER CREEK","1","1","0","0"
6,"Broward","Florida","FLAMINGO ALF","0","0","0","0"
6,"Broward","Florida","EMBASSY RETIREMENT HOME OF MARGATE","0","0","0","0"
6,"Broward","Florida","ATRIA TAMARAC","0","0","0","0"
6,"Broward","Florida","THE RESIDENCE AT DANIA BEACH","0","0","0","0"
6,"Broward","Florida","PALMS CARE CENTER","7","7","0","0"
6,"Broward","Florida","CROSS POINTE CARE CENTER","0","0","0","0"
6,"Broward","Florida","SEAVIEW NURSING AND REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","NSPIRE HEALTHCARE PLANTATION","5","5","0","0"
6,"Broward","Florida","NORTH LAKE RETIREMENT HOME INC","0","0","0","0"
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF PLANTATION","1","0","1","0"
6,"Broward","Florida","TREEMONT ON THE PARK","0","0","0","0"
6,"Broward","Florida","SOLARIS HEALTHCARE COCONUT CREEK","0","0","0","0"
6,"Broward","Florida","WESTCHESTER OF SUNRISE","0","0","0","0"
6,"Broward","Florida","COURT AT PALM AIRE, THE","7","7","0","0"
6,"Broward","Florida","MEMORIAL MANOR","3","3","0","0"
6,"Broward","Florida","ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING HOME","11","11","0","0"
6,"Broward","Florida","TAMARAC REHABILITATION AND HEALTH CENTER, INC.","2","2","0","0"
6,"Broward","Florida","PACIFICA SENIOR LIVING SUNRISE","0","0","0","0"
6,"Broward","Florida","NEW HORIZON OF TAMARAC","0","0","0","0"
6,"Broward","Florida","NSPIRE HEALTHCARE LAUDERHILL","21","21","0","0"
6,"Broward","Florida","JOHN KNOX VILLAGE OF FLORIDA, INC.","0","0","0","0"
6,"Broward","Florida","HARBORCHASE OF TAMARAC","6","6","0","0"
6,"Broward","Florida","SONATA COCONUT CREEK","1","1","0","0"
6,"Broward","Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","0","0","0","0"
6,"Broward","Florida","WILTON MANORS HEALTH & REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","VIZCAYA BY THE SEA","0","0","0","0"
6,"Broward","Florida","MAGGYS HOME CARE III INC","1","1","0","0"
6,"Broward","Florida","VILLA RIO VISTA","2","2","0","0"
6,"Broward","Florida","ST. JOHN'S NURSING CENTER","1","1","0","0"
6,"Broward","Florida","THE COLONY CLUB ALF","1","1","0","0"
6,"Broward","Florida","FORUM AT DEER CREEK","0","0","0","0"
6,"Broward","Florida","LIVEWELL AT CORAL PLAZA","0","0","0","0"
6,"Broward","Florida","SPRINGTREE REHABILITATION & HEALTH CARE CENTER","0","0","0","0"
6,"Broward","Florida","THE MERIDIAN AT WATERWAYS","0","0","0","0"
6,"Broward","Florida","THE COURT AT PALM AIRE","1","1","0","0"
6,"Broward","Florida","EASTSIDE ACTIVE LIVING","1","1","0","0"
6,"Broward","Florida","PENINSULA (THE)","0","0","0","0"
6,"Broward","Florida","COVENANT LIVING OF FLORIDA","0","0","0","0"
6,"Broward","Florida","WEST BROWARD REHABILITATION AND HEALTHCARE","0","0","0","0"
6,"Broward","Florida","MANOR OAKS NURSING & REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","WINDSOR PLACE RETIREMENT HOME","0","0","0","0"
6,"Broward","Florida","SAEJCA'S CASTLE LLC","2","2","0","0"
6,"Broward","Florida","FT LAUDERDALE HEALTH AND REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","GOLDEN AGE MANOR ALF","0","0","0","0"
6,"Broward","Florida","PLANTATION NURSING & REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","COVENANT VILLAGE CARE CENTER","2","2","0","0"
6,"Broward","Florida","PRINCE ADAM'S PLACE LLC","0","0","0","0"
6,"Broward","Florida","GRAND VILLA OF DEERFIELD BEACH","0","0","0","0"
6,"Broward","Florida","LENOX ON THE LAKE (THE)","0","0","0","0"
6,"Broward","Florida","OMEGA GROUP OF SOUTH FLORIDA, INC.","0","0","0","0"
6,"Broward","Florida","AVALON PARK RETIREMENT RESIDENCE, INC.","2","2","0","0"
6,"Broward","Florida","GLADES WEST REHABILITATION AND NURSING CENTER","0","0","0","0"
6,"Broward","Florida","LIFE CARE CENTER OF INVERRARY","1","1","0","0"
6,"Broward","Florida","BUCKINGHAM PLACE, LLC","1","1","0","0"
6,"Broward","Florida","MARGATE HEALTH AND REHABILITATION CENTER","8","8","0","0"
6,"Broward","Florida","DEERFIELD BEACH HEALTH AND REHABILITATION CENTER","0","0","0","0"
6,"Broward","Florida","BROWARD NURSING & REHABILITATION CENTER","1","1","0","0"
6,"Broward","Florida","LEISURE LIVING OF VICTORIA PARK","0","0","0","0"
6,"Broward","Florida","PARK SUMMIT AT CORAL SPRINGS","2","2","0","0"
6,"Broward","Florida","FIVE STAR PREMIER RESIDENCES OF HOLLYWOOD","4","4","0","0"
6,"Broward","Florida","SUNRISE HEALTH AND REHABILITATION CENTER","0","0","0","0"
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","1","1","0","0"
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","4","4","0","0"
8,"Charlotte","Florida","VILLAGE PLACE RETIREMENT","1","1","0","0"
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","18","18","0","0"
8,"Charlotte","Florida","BROOKDALE PORT CHARLOTTE","0","0","0","0"
8,"Charlotte","Florida","VICK STREET MANOR","0","0","0","0"
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","4","4","0","0"
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","3","3","0","0"
8,"Charlotte","Florida","SANDHILL GARDENS RETIREMENT CENTER","1","1","0","0"
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","13","13","0","0"
8,"Charlotte","Florida","CONSULATE HEALTH CARE OF PORT CHARLOTTE","0","0","0","0"
8,"Charlotte","Florida","HARBORVIEW ACRES INC","0","0","0","0"
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","3","3","0","0"
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","1","1","0","0"
8,"Charlotte","Florida","HARBOUR TERRACE","5","5","0","0"
8,"Charlotte","Florida","LEXINGTON MANOR ASSISTED LIVING","0","0","0","0"
8,"Charlotte","Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","0","0","0","0"
9,"Citrus","Florida","FLORIDA MENTOR","0","0","0","0"
9,"Citrus","Florida","CROWN COURT","0","0","0","0"
9,"Citrus","Florida","SUPERIOR RESIDENCES OF LECANTO","1","1","0","0"
9,"Citrus","Florida","LIFE CARE CENTER OF CITRUS COUNTY","0","0","0","0"
9,"Citrus","Florida","ARBOR TRAIL REHAB AND SKILLED NURSING CENTER","0","0","0","0"
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","0","0","0","0"
9,"Citrus","Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","0","0","0","0"
10,"Clay","Florida","DIAMOND ALF, LLC","5","5","0","0"
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","0","0","0","0"
10,"Clay","Florida","SEAGRASS VILLAGE OF FLEMING ISLAND","2","2","0","0"
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","1","1","0","0"
10,"Clay","Florida","HEARTLAND HEALTH CARE CENTER - ORANGE PARK","4","4","0","0"
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","9","9","0","0"
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","1","1","0","0"
10,"Clay","Florida","BROOKDALE ORANGE PARK","0","0","0","0"
10,"Clay","Florida","ALLEGRO","1","1","0","0"
11,"Collier","Florida","LAKESIDE PAVILION","1","1","0","0"
11,"Collier","Florida","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","0","0","0","0"
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","4","4","0","0"
11,"Collier","Florida","WATERCREST NAPLES ASSISTED LIVING AND MEMORY CARE","0","0","0","0"
11,"Collier","Florida","GARDENS AT TERRACINA HEALTH & REHABILITATION","0","0","0","0"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC","0","0","0","0"
11,"Collier","Florida","NAPLES GREEN VILLAGE","0","0","0","0"
11,"Collier","Florida","TERRACINA GRAND","0","0","0","0"
11,"Collier","Florida","KIVA AT CANTERBURY, LLC","0","0","0","0"
11,"Collier","Florida","BENTLEY VILLAGE","0","0","0","0"
11,"Collier","Florida","MANORCARE AT LELY PALMS","6","6","0","0"
11,"Collier","Florida","MEMORY CARE OF NAPLES","0","0","0","0"
11,"Collier","Florida","DISCOVERY VILLAGE AT NAPLES","0","0","0","0"
11,"Collier","Florida","HERITAGE HEALTHCARE AND REHABILITATION CENTER","7","7","0","0"
11,"Collier","Florida","BENTLEY CARE CENTER","3","3","0","0"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","0","0","0","0"
11,"Collier","Florida","BROOKDALE NORTH NAPLES","0","0","0","0"
11,"Collier","Florida","KEYSTONE PLACE AT NAPLES PRESERVE","0","0","0","0"
11,"Collier","Florida","BARRINGTON TERRACE OF NAPLES","0","0","0","0"
11,"Collier","Florida","TUSCANY VILLA OF NAPLES","0","0","0","0"
11,"Collier","Florida","SOLARIS HEALTHCARE IMPERIAL","0","0","0","0"
11,"Collier","Florida","ORCHID TERRACE","0","0","0","0"
11,"Collier","Florida","MANORCARE NURSING AND REHABILITATION CENTER","14","14","0","0"
11,"Collier","Florida","ARBOR GLEN AT ARBOR TRACE","0","0","0","0"
11,"Collier","Florida","HARBORCHASE OF NAPLES","0","0","0","0"
11,"Collier","Florida","BEACH HOUSE NAPLES ASSISTED LIVING & MEMORY CARE","0","0","0","0"
12,"Columbia","Florida","SOLARIS HEALTHCARE LAKE CITY","0","0","0","0"
12,"Columbia","Florida","AVALON HEALTHCARE CENTER","0","0","0","0"
12,"Columbia","Florida","CANOPY AT HARPER LAKE (THE)","0","0","0","0"
12,"Columbia","Florida","BAYA POINTE NURSING AND REHABILITATION CENTER","0","0","0","0"
12,"Columbia","Florida","REHABILITATION CENTER OF LAKE CITY, THE","0","0","0","0"
13,"Dade","Florida","FAIR HAVENS CENTER","44","44","0","0"
13,"Dade","Florida","SIGNATURE HEALTHCARE CENTER OF WATERFORD","33","33","0","0"
13,"Dade","Florida","ASSISTED LIVING OF WESTCHESTER, LLC","0","0","0","0"
13,"Dade","Florida","HIALEAH NURSING AND REHABILITATION CENTER","28","28","0","0"
13,"Dade","Florida","JACKSON MEMORIAL LONG TERM CARE CENTER","4","4","0","0"
13,"Dade","Florida","VIDA CLARA ADULT CARE SERVICES LLC","0","0","0","0"
13,"Dade","Florida","LOG CABIN ENTERPRISES, INC.","1","1","0","0"
13,"Dade","Florida","VILLA ROSA I, INC.","0","0","0","0"
13,"Dade","Florida","VILLA ROSA II INC","0","0","0","0"
13,"Dade","Florida","REGENTS PARK AT AVENTURA","24","24","0","0"
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","23","23","0","0"
13,"Dade","Florida","FRANCO NURSING & REHABILITATION CENTER","2","2","0","0"
13,"Dade","Florida","MIAMI-DADE COUNTY","1","1","0","0"
13,"Dade","Florida","NEW ERA COMMUNITY HEALTH CENTER LLC","1","1","0","0"
13,"Dade","Florida","WEST GABLES HEALTH CARE CENTER","4","4","0","0"
13,"Dade","Florida","ESTHER HOME CARE INC","0","0","0","0"
13,"Dade","Florida","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","9","9","0","0"
13,"Dade","Florida","CORAL GABLES NURSING AND REHABILITATION CENTER","3","3","0","0"
13,"Dade","Florida","NORMANDY ESTATES ASSISTED LIVING LLC","0","0","0","0"
13,"Dade","Florida","NORTH DADE NURSING AND REHABILITATION CENTER","17","17","0","0"
13,"Dade","Florida","HIALEAH SHORES NURSING AND REHAB CENTER","0","0","0","0"
13,"Dade","Florida","MIAMI SHORES NURSING AND REHAB CENTER","15","15","0","0"
13,"Dade","Florida","RITA MARIA TWO ALF, INC","0","0","0","0"
13,"Dade","Florida","SINAI PLAZA NURSING AND REHAB CENTER","15","14","1","0"
13,"Dade","Florida","UNITY HEALTH AND REHABILITATION CENTER","15","15","0","0"
13,"Dade","Florida","LAS MERCEDES BOARDING HOME","0","0","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","3","3","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE MIAMI LAKES","3","3","0","0"
13,"Dade","Florida","BAY OAKS HISTORIC RETIREMENT RESIDENCE INC","0","0","0","0"
13,"Dade","Florida","PROFESSIONAL HOME CARE I","1","1","0","0"
13,"Dade","Florida","RESIDENTIAL PLAZA AT BLUE LAGOON","8","8","0","0"
13,"Dade","Florida","SANDS AT SOUTH BEACH CARE CENTER, THE","13","13","0","0"
13,"Dade","Florida","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","12","12","0","0"
13,"Dade","Florida","SALMO 23 NO. 2, LLC.","3","3","0","0"
13,"Dade","Florida","SUNSHINE ADULT CENTER #2","0","0","0","0"
13,"Dade","Florida","SWEETEST HOME INC (THE)","3","3","0","0"
13,"Dade","Florida","VICTORIA NURSING & REHABILITATION CENTER, INC.","3","3","0","0"
13,"Dade","Florida","DULCE HOGAR","0","0","0","0"
13,"Dade","Florida","CORAL REEF NURSING & REHABILITATION CENTER","11","11","0","0"
13,"Dade","Florida","CROSS GARDENS CARE CENTER","11","11","0","0"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE, INC","0","0","0","0"
13,"Dade","Florida","JEAN CARLOS ALF INC","0","0","0","0"
13,"Dade","Florida","AVENTURA REHAB AND NURSING CENTER","10","9","1","0"
13,"Dade","Florida","OUR LADY OF CHARITY ACLF, INC","0","0","0","0"
13,"Dade","Florida","BUENA VISTA ASSISTED LIVING","2","2","0","0"
13,"Dade","Florida","BRYAN FAMILY HOME, INC","1","1","0","0"
13,"Dade","Florida","SOUTH DADE NURSING AND REHABILITATION CENTER","1","1","0","0"
13,"Dade","Florida","MIAMI JEWISH HEALTH SYSTEMS, INC.","10","10","0","0"
13,"Dade","Florida","SUSANNA WESLEY HEALTH CENTER","10","10","0","0"
13,"Dade","Florida","BLUE POINT HOME CARE INC","0","0","0","0"
13,"Dade","Florida","SUN COAST","1","1","0","0"
13,"Dade","Florida","SILVER PALM ASSISTED LIVING, LLC","4","4","0","0"
13,"Dade","Florida","SUNSHINE ELDERLY RESIDENCES, CORP","1","1","0","0"
13,"Dade","Florida","CALVINELLE WEST ALF INC","0","0","0","0"
13,"Dade","Florida","HAMPTON COURT NURSING AND REHABILITATION CENTER","2","2","0","0"
13,"Dade","Florida","BOSCH ALF, INC","0","0","0","0"
13,"Dade","Florida","EPWORTH VILLAGE RETIREMENT COMMUNITY","0","0","0","0"
13,"Dade","Florida","HAZEL CYPEN TOWER","2","2","0","0"
13,"Dade","Florida","SALMOS 23 V LLC","2","2","0","0"
13,"Dade","Florida","SUN VILLAGE HOMES INC","0","0","0","0"
13,"Dade","Florida","CASA DE AMOR ALF INC","1","1","0","0"
13,"Dade","Florida","REVIVAL HOME, INC.","0","0","0","0"
13,"Dade","Florida","PALACE AT HOMESTEAD, LLC","1","1","0","0"
13,"Dade","Florida","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","8","8","0","0"
13,"Dade","Florida","GOLDEN GLADES NURSING AND REHABILITATION CENTER","8","8","0","0"
13,"Dade","Florida","PALM GARDEN OF AVENTURA","5","5","0","0"
13,"Dade","Florida","PALMETTO CARE CENTER","2","2","0","0"
13,"Dade","Florida","VILLA MARGO IV INC","1","1","0","0"
13,"Dade","Florida","PALMETTO SUBACUTE CARE CENTER","8","8","0","0"
13,"Dade","Florida","POINTE OF NORTH GABLES","8","7","1","0"
13,"Dade","Florida","CHARITY CARE INC","0","0","0","0"
13,"Dade","Florida","TERE'S SENIOR CARE, CORP","0","0","0","0"
13,"Dade","Florida","AMIGOS OF WESTCHESTER ALF CORP","0","0","0","0"
13,"Dade","Florida","HAINAT, INC","0","0","0","0"
13,"Dade","Florida","INTEGRITY GROUP HOME CORPORATION","0","0","0","0"
13,"Dade","Florida","SUNSHINE ADULT CENTER CORP.","0","0","0","0"
13,"Dade","Florida","HARMONY HEALTH CENTER","1","1","0","0"
13,"Dade","Florida","MIAMI ASTURIAS HOME INC","0","0","0","0"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","0","0","0","0"
13,"Dade","Florida","LITTLE RIVER ASSISTED LIVING INC","0","0","0","0"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","0","0","0","0"
13,"Dade","Florida","LIVEWELL AT COURTYARD PLAZA","0","0","0","0"
13,"Dade","Florida","A LOVING PLACE ALF","1","1","0","0"
13,"Dade","Florida","OUR DREAM ALF","0","0","0","0"
13,"Dade","Florida","VILLA MARIA PIA INC","1","1","0","0"
13,"Dade","Florida","VILLA MARIA WEST SKILLED NURSING FACILITY","1","1","0","0"
13,"Dade","Florida","MACTOWN, INC","0","0","0","0"
13,"Dade","Florida","BLANCA AZUZENA HOME CARE INC","0","0","0","0"
13,"Dade","Florida","JACKSON PLAZA NURSING AND REHABILITATION CENTER","6","6","0","0"
13,"Dade","Florida","KRYSTAL BAY NURSING AND REHABILITATION","6","6","0","0"
13,"Dade","Florida","SHALOM ALF","0","0","0","0"
13,"Dade","Florida","VILLA ROSA III, INC","0","0","0","0"
13,"Dade","Florida","MARIA ADULT HOME CARE III","1","1","0","0"
13,"Dade","Florida","NEW AGE ADULTCARE INC","0","0","0","0"
13,"Dade","Florida","UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER, INC","6","6","0","0"
13,"Dade","Florida","MAUD'S PLACE","0","0","0","0"
13,"Dade","Florida","TREASURE ISLE CARE CENTER","5","5","0","0"
13,"Dade","Florida","LIVEWELL AT GRAND COURT LAKES","0","0","0","0"
13,"Dade","Florida","MIRAMAR SENIOR LIVING III","0","0","0","0"
13,"Dade","Florida","ALF MANAGEMENT AND PROFESSIONAL SERVICES, INC","0","0","0","0"
13,"Dade","Florida","HIALEAH ALF INC","0","0","0","0"
13,"Dade","Florida","CARING HANDS ASSISTED LIVING II","0","0","0","0"
13,"Dade","Florida","MERRY ONE ALF","0","0","0","0"
13,"Dade","Florida","NORTH BEACH REHABILITATION CENTER","5","5","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","0","0","0","0"
13,"Dade","Florida","THE RESIDENCES AT MIAMI","0","0","0","0"
13,"Dade","Florida","AMA HOME CARE, INC","0","0","0","0"
13,"Dade","Florida","PINECREST REHABILITATION CENTER","1","1","0","0"
13,"Dade","Florida","IMPERIAL CLUB","1","1","0","0"
13,"Dade","Florida","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC","0","0","0","0"
13,"Dade","Florida","VILLA MARIA NURSING CENTER","1","1","0","0"
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","0","0","0","0"
13,"Dade","Florida","PONCE PLAZA NURSING & REHABILITATION CENTER","3","3","0","0"
13,"Dade","Florida","SOUTH FLORIDA HOME SERVICES INC.","0","0","0","0"
13,"Dade","Florida","PAVILION GARDENS","0","0","0","0"
13,"Dade","Florida","BLESSING ALF LLC","0","0","0","0"
13,"Dade","Florida","TROPICAL PARADISE ALF INC","0","0","0","0"
13,"Dade","Florida","SALMO 23 ELDER CARE","1","1","0","0"
13,"Dade","Florida","J R FAMILY CARE INC","0","0","0","0"
13,"Dade","Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","0","0","0","0"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE INC","0","0","0","0"
13,"Dade","Florida","NEW HOPE A.L.F., INC.","0","0","0","0"
13,"Dade","Florida","PINES NURSING HOME","1","1","0","0"
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","0","0","0","0"
13,"Dade","Florida","SUNRISE COMMUNITY, INC.","0","0","0","0"
13,"Dade","Florida","SALMOS 23 #4 LLC","0","0","0","0"
13,"Dade","Florida","VILLA ROSA IV, INC","1","1","0","0"
13,"Dade","Florida","RIVERSIDE CARE CENTER","0","0","0","0"
13,"Dade","Florida","PALACE AT KENDALL NURSING AND REHABILITATION CENTER","0","0","0","0"
13,"Dade","Florida","STERLING AVENTURA","1","1","0","0"
13,"Dade","Florida","PALM BREEZE A.L.F.","0","0","0","0"
13,"Dade","Florida","JC LOVING CARE CORP","0","0","0","0"
13,"Dade","Florida","MIA CASA AT NORTH MIAMI LLC","0","0","0","0"
13,"Dade","Florida","VILLA SERENA I","0","0","0","0"
13,"Dade","Florida","VI AT AVENTURA","1","1","0","0"
13,"Dade","Florida","KENDALL LAKES HEALTH AND REHABILITATION CENTER","0","0","0","0"
13,"Dade","Florida","RIVIERA HEALTH RESORT","0","0","0","0"
13,"Dade","Florida","PARK PLACE ASSISTED LIVING INC","0","0","0","0"
13,"Dade","Florida","ST ANNE'S RESIDENCE","0","0","0","0"
13,"Dade","Florida","TWO SISTERS TENDER CARE LLC","0","0","0","0"
13,"Dade","Florida","ADAM HOME # 2 INC.","0","0","0","0"
13,"Dade","Florida","ARCH PLAZA NURSING & REHABILITATION CENTER","2","2","0","0"
13,"Dade","Florida","PALACE AT KENDALL","0","0","0","0"
13,"Dade","Florida","JACKSON MEMORIAL PERDUE MEDICAL CENTER","0","0","0","0"
14,"Desoto","Florida","DESOTO HEALTH AND REHAB","0","0","0","0"
14,"Desoto","Florida","ARCADIA OAKS ASSISTED LIVING","0","0","0","0"
15,"Dixie","Florida","CROSS CITY NURSING AND REHABILITATION CENTER","0","0","0","0"
16,"Duval","Florida","TERRACE OF JACKSONVILLE, THE","0","0","0","0"
16,"Duval","Florida","BROOKDALE MANDARIN","0","0","0","0"
16,"Duval","Florida","BROOKDALE AVONDALE","0","0","0","0"
16,"Duval","Florida","BROOKDALE SOUTHSIDE","0","0","0","0"
16,"Duval","Florida","CAMELLIA AT DEERWOOD","8","8","0","0"
16,"Duval","Florida","HARTS HARBOR HEALTH CARE CENTER","0","0","0","0"
16,"Duval","Florida","ST CATHERINE LABOURE MANOR INC","0","0","0","0"
16,"Duval","Florida","SIGNATURE HEALTHCARE OF JACKSONVILLE","19","19","0","0"
16,"Duval","Florida","WINDSOR AT SAN PABLO","0","0","0","0"
16,"Duval","Florida","CYPRESS VILLAGE","0","0","0","0"
16,"Duval","Florida","SAN JOSE HEALTH AND REHABILITATION CENTER","0","0","0","0"
16,"Duval","Florida","LAKESIDE NURSING AND REHABILITATION CENTER","0","0","0","0"
16,"Duval","Florida","FLORIDA MENTOR","0","0","0","0"
16,"Duval","Florida","FLEET LANDING","0","0","0","0"
