"DEPCODE","County","State","Facility","Total Deaths","Resident Deaths","Staff Deaths","Deaths UI"
7,"Calhoun","Florida","RIVER VALLEY REHABILITATION CENTER","1","1","0","0"
7,"Calhoun","Florida","BLOUNTSTOWN HEALTH AND REHABILITATION CENTER","5","5","0","0"
8,"Charlotte","Florida","VILLAGE PLACE HEALTH AND REHABILITATION CENTER","3","3","0","0"
8,"Charlotte","Florida","SANDHILL GARDENS RETIREMENT CENTER","1","1","0","0"
8,"Charlotte","Florida","HARBOUR TERRACE","5","5","0","0"
8,"Charlotte","Florida","LEXINGTON MANOR ASSISTED LIVING","1","1","0","0"
8,"Charlotte","Florida","SOLARIS HEALTHCARE CHARLOTTE HARBOR","20","19","1","0"
8,"Charlotte","Florida","LIFE CARE CENTER OF PUNTA GORDA","3","3","0","0"
8,"Charlotte","Florida","HARBOUR HEALTH CENTER","13","13","0","0"
8,"Charlotte","Florida","SIGNATURE HEALTHCARE OF PORT CHARLOTTE","5","5","0","0"
8,"Charlotte","Florida","PORT CHARLOTTE REHABILITATION CENTER","5","5","0","0"
8,"Charlotte","Florida","VILLAGE PLACE RETIREMENT","1","1","0","0"
9,"Citrus","Florida","SUPERIOR RESIDENCES OF LECANTO","1","1","0","0"
9,"Citrus","Florida","BROOKDALE CITRUS","2","2","0","0"
9,"Citrus","Florida","AVANTE AT INVERNESS INC","6","6","0","0"
9,"Citrus","Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","1","1","0","0"
9,"Citrus","Florida","SUNFLOWER SPRINGS LLC","1","1","0","0"
9,"Citrus","Florida","SUGARMILL MANOR","4","4","0","0"
10,"Clay","Florida","SILVER TREASURES AT ORANGE PARK LLC","1","1","0","0"
10,"Clay","Florida","GOVERNORS CREEK HEALTH AND REHABILITATION","10","10","0","0"
10,"Clay","Florida","ALLEGRO -3651 US HIGHWAY 17","1","1","0","0"
10,"Clay","Florida","ISLE HEALTH & REHABILITATION CENTER","1","1","0","0"
10,"Clay","Florida","DIAMOND ALF, LLC","5","5","0","0"
10,"Clay","Florida","SIGNATURE HEALTHCARE OF ORANGE PARK","2","2","0","0"
10,"Clay","Florida","LIFE CARE CENTER AT WELLS CROSSING","6","6","0","0"
10,"Clay","Florida","LIFE CARE CENTER OF ORANGE PARK","2","2","0","0"
10,"Clay","Florida","SEAGRASS VILLAGE OF FLEMING ISLAND","2","2","0","0"
10,"Clay","Florida","PRUITTHEALTH - FLEMING ISLAND","1","1","0","0"
10,"Clay","Florida","CONSULATE HEALTH CARE OF ORANGE PARK","6","6","0","0"
10,"Clay","Florida","HEARTLAND HEALTH CARE CENTER - ORANGE PARK","4","4","0","0"
11,"Collier","Florida","BAYSHORE MEMORY CARE","1","1","0","0"
11,"Collier","Florida","MANORCARE AT LELY PALMS","10","10","0","0"
11,"Collier","Florida","HERITAGE HEALTHCARE AND REHABILITATION CENTER","9","9","0","0"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC","4","4","0","0"
11,"Collier","Florida","ASTON GARDENS AT PELICAN MARSH","3","2","1","0"
11,"Collier","Florida","ALL SEASONS IN NAPLES LLC","3","3","0","0"
11,"Collier","Florida","LAKESIDE PAVILION","1","1","0","0"
11,"Collier","Florida","BENTLEY CARE CENTER","5","5","0","0"
11,"Collier","Florida","ARDEN COURTS OF LELY PALMS","3","3","0","0"
11,"Collier","Florida","NAPLES GREEN VILLAGE","7","7","0","0"
11,"Collier","Florida","THE ARLINGTON OF NAPLES, INC.","1","1","0","0"
11,"Collier","Florida","SOLARIS SENIOR LIVING NORTH NAPLES","6","6","0","0"
11,"Collier","Florida","MANORCARE NURSING AND REHABILITATION CENTER","16","16","0","0"
11,"Collier","Florida","SOLARIS HEALTHCARE IMPERIAL","9","8","1","0"
12,"Columbia","Florida","AVALON HEALTHCARE CENTER","3","3","0","0"
12,"Columbia","Florida","SOLARIS HEALTHCARE LAKE CITY","2","2","0","0"
12,"Columbia","Florida","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","5","2","3","0"
13,"Dade","Florida","HIALEAH NURSING AND REHABILITATION CENTER","58","58","0","0"
13,"Dade","Florida","SIGNATURE HEALTHCARE CENTER OF WATERFORD","40","40","0","0"
13,"Dade","Florida","WEST GABLES HEALTH CARE CENTER","10","10","0","0"
13,"Dade","Florida","VICTORIA NURSING & REHABILITATION CENTER, INC.","10","10","0","0"
13,"Dade","Florida","FAIR HAVENS CENTER","52","52","0","0"
13,"Dade","Florida","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","15","15","0","0"
13,"Dade","Florida","REGENTS PARK AT AVENTURA","29","29","0","0"
13,"Dade","Florida","RESIDENTIAL PLAZA AT BLUE LAGOON","9","9","0","0"
13,"Dade","Florida","LOG CABIN ENTERPRISES, INC.","2","2","0","0"
13,"Dade","Florida","SALMOS 23 V LLC","3","3","0","0"
13,"Dade","Florida","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","25","25","0","0"
13,"Dade","Florida","PINES NURSING HOME","1","1","0","0"
13,"Dade","Florida","ARCH PLAZA NURSING & REHABILITATION CENTER","3","3","0","0"
13,"Dade","Florida","PALMETTO CARE CENTER","2","2","0","0"
13,"Dade","Florida","ACHOY ASSISTED LIVING INC","1","1","0","0"
13,"Dade","Florida","NORTH DADE NURSING AND REHABILITATION CENTER","23","23","0","0"
13,"Dade","Florida","STERLING AVENTURA","1","1","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE MIAMI LAKES","23","22","1","0"
13,"Dade","Florida","SILVER PALM ASSISTED LIVING, LLC","4","4","0","0"
13,"Dade","Florida","VILLA ROSA IV, INC","1","1","0","0"
13,"Dade","Florida","VILLA SERENA III","1","1","0","0"
13,"Dade","Florida","MERRY ONE ALF","1","1","0","0"
13,"Dade","Florida","VIDA CLARA ADULT CARE SERVICES LLC","1","1","0","0"
13,"Dade","Florida","MIAMI-DADE COUNTY","1","1","0","0"
13,"Dade","Florida","VILLA MARIA PIA INC","1","1","0","0"
13,"Dade","Florida","SUNNY HILLS ALF OF HOMESTEAD, INC","2","2","0","0"
13,"Dade","Florida","TROPICAL HEAVEN, INC.","1","1","0","0"
13,"Dade","Florida","AVENTURA REHAB AND NURSING CENTER","10","9","1","0"
13,"Dade","Florida","KRYSTAL BAY NURSING AND REHABILITATION","7","7","0","0"
13,"Dade","Florida","PALM GARDEN OF AVENTURA","5","5","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","7","7","0","0"
13,"Dade","Florida","CORAL REEF NURSING & REHABILITATION CENTER","20","20","0","0"
13,"Dade","Florida","IMPERIAL CLUB","1","1","0","0"
13,"Dade","Florida","NORTH BEACH REHABILITATION CENTER","5","5","0","0"
13,"Dade","Florida","LAS MERCEDES BOARDING HOME","2","2","0","0"
13,"Dade","Florida","SALMO 23 ELDER CARE","1","1","0","0"
13,"Dade","Florida","MIAMI ASTURIAS HOME INC","3","3","0","0"
13,"Dade","Florida","ASSISTED LIVING RETIREMENT HOMES I","1","1","0","0"
13,"Dade","Florida","SWEETEST HOME INC (THE)","4","4","0","0"
13,"Dade","Florida","UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER, INC","6","6","0","0"
13,"Dade","Florida","VILLA MARIA NURSING CENTER","2","2","0","0"
13,"Dade","Florida","SOUTH DADE NURSING AND REHABILITATION CENTER","8","8","0","0"
13,"Dade","Florida","MARIA ADULT HOME CARE III","1","1","0","0"
13,"Dade","Florida","SHALOM ALF","1","1","0","0"
13,"Dade","Florida","SANDS AT SOUTH BEACH CARE CENTER, THE","16","16","0","0"
13,"Dade","Florida","PALM BREEZE A.L.F.","1","1","0","0"
13,"Dade","Florida","SINAI PLAZA NURSING AND REHAB CENTER","15","14","1","0"
13,"Dade","Florida","UNITY HEALTH AND REHABILITATION CENTER","15","15","0","0"
13,"Dade","Florida","MIAMI SHORES NURSING AND REHAB CENTER","15","15","0","1"
13,"Dade","Florida","GREEN STREET ALF, CORP","1","1","0","0"
13,"Dade","Florida","HARMONY HEALTH CENTER","2","2","0","0"
13,"Dade","Florida","PINECREST REHABILITATION CENTER","1","1","0","0"
13,"Dade","Florida","BUENA VISTA ASSISTED LIVING","2","2","0","0"
13,"Dade","Florida","ABUELITAS HOME, INC","1","1","0","0"
13,"Dade","Florida","BRYAN FAMILY HOME, INC","1","1","0","0"
13,"Dade","Florida","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","14","14","0","0"
13,"Dade","Florida","RIVERSIDE CARE CENTER","5","5","0","0"
13,"Dade","Florida","ST ANNE'S RESIDENCE","1","1","0","0"
13,"Dade","Florida","PALACE AT HOMESTEAD, LLC","2","2","0","0"
13,"Dade","Florida","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","11","11","0","0"
13,"Dade","Florida","PALMETTO SUBACUTE CARE CENTER","14","14","0","0"
13,"Dade","Florida","MIAMI JEWISH HEALTH SYSTEMS, INC.","14","14","0","0"
13,"Dade","Florida","SUNSHINE ELDERLY RESIDENCES, CORP","1","1","0","0"
13,"Dade","Florida","ASSISTED LIVING OF WESTCHESTER, LLC","1","1","0","0"
13,"Dade","Florida","SUN COAST","1","1","0","0"
13,"Dade","Florida","PROFESSIONAL HOME CARE I","1","1","0","0"
13,"Dade","Florida","AGING WORLD ALF, LLC","2","2","0","0"
13,"Dade","Florida","HIALEAH SHORES NURSING AND REHAB CENTER","1","1","0","0"
13,"Dade","Florida","TWO SISTERS TENDER CARE LLC","1","1","0","0"
13,"Dade","Florida","SALMO 23 NO. 2, LLC.","4","4","0","0"
13,"Dade","Florida","BLANCA AZUZENA HOME CARE INC","2","2","0","0"
13,"Dade","Florida","CROSS GARDENS CARE CENTER","12","11","0","1"
13,"Dade","Florida","SEASONS GARDENS SENIOR RESIDENCE","1","1","0","0"
13,"Dade","Florida","RIVIERA HEALTH RESORT","2","2","0","0"
13,"Dade","Florida","JACKSON MEMORIAL LONG TERM CARE CENTER","4","4","0","0"
13,"Dade","Florida","JACKSON PLAZA NURSING AND REHABILITATION CENTER","10","10","0","0"
13,"Dade","Florida","HAZEL CYPEN TOWER","2","2","0","0"
13,"Dade","Florida","BUENA VISTA HEALTH CARE II, CORP.","1","1","0","0"
13,"Dade","Florida","MI CASA DORADA ASSISTED LIVING FACILITY CORP","2","2","0","0"
13,"Dade","Florida","A LOVING PLACE ALF","1","1","0","0"
13,"Dade","Florida","AMIGOS OF WESTCHESTER ALF CORP","1","1","0","0"
13,"Dade","Florida","VILLA MARIA WEST SKILLED NURSING FACILITY","2","1","1","0"
13,"Dade","Florida","TREASURE ISLE CARE CENTER","6","6","0","0"
13,"Dade","Florida","PALACE AT KENDALL","4","4","0","0"
13,"Dade","Florida","LIVEWELL AT GRAND COURT LAKES","2","2","0","0"
13,"Dade","Florida","HAMPTON COURT NURSING AND REHABILITATION CENTER","2","2","0","0"
13,"Dade","Florida","SUSANNA WESLEY HEALTH CENTER","12","12","0","0"
13,"Dade","Florida","GOLDEN GLADES NURSING AND REHABILITATION CENTER","10","10","0","0"
13,"Dade","Florida","VILLA ROSA II INC","3","3","0","0"
13,"Dade","Florida","PONCE PLAZA NURSING & REHABILITATION CENTER","6","6","0","0"
13,"Dade","Florida","COLONIAL ASSISTED LIVING AT MIAMI","1","1","0","0"
13,"Dade","Florida","NEW ERA COMMUNITY HEALTH CENTER LLC","2","2","0","0"
13,"Dade","Florida","RAFFA CORP II","1","1","0","0"
13,"Dade","Florida","EAST RIDGE RETIREMENT VILLAGE INC","1","1","0","0"
13,"Dade","Florida","SWEET HOPE ASSISTED LIVING CORP","1","1","0","0"
13,"Dade","Florida","TWO SISTERS ALF INC.","1","1","0","0"
13,"Dade","Florida","CORAL GABLES NURSING AND REHABILITATION CENTER","5","5","0","0"
13,"Dade","Florida","VI AT AVENTURA","2","2","0","0"
13,"Dade","Florida","ISA ADULT CARE","1","1","0","0"
13,"Dade","Florida","PALACE AT KENDALL NURSING AND REHABILITATION CENTER","1","1","0","0"
13,"Dade","Florida","POINTE OF NORTH GABLES","10","9","1","0"
13,"Dade","Florida","LADY REGLA CARE INC","1","1","0","0"
13,"Dade","Florida","FRANCO NURSING & REHABILITATION CENTER","4","3","1","0"
13,"Dade","Florida","GARDEN HILLS RETIREMENT CENTER, INC","2","2","0","0"
13,"Dade","Florida","SUNSHINE ADULT CENTER CORP.","1","1","0","0"
13,"Dade","Florida","CASA DE AMOR ALF INC","1","1","0","0"
13,"Dade","Florida","NSPIRE HEALTHCARE KENDALL","1","1","0","0"
16,"Duval","Florida","LANIER REHABILITATION CENTER","2","2","0","0"
16,"Duval","Florida","BARTRAM LAKES ASSISTED LIVING","1","1","0","0"
16,"Duval","Florida","ELMCROFT OF TIMBERLIN PARC","3","3","0","0"
16,"Duval","Florida","FOURAKER HILLS REHAB AND NURSING CENTER","6","5","0","1"
16,"Duval","Florida","TAYLOR CARE CENTER","8","7","1","0"
16,"Duval","Florida","THE COVE AT MARSH LANDING","3","3","0","0"
16,"Duval","Florida","FLEET LANDING","2","2","0","0"
16,"Duval","Florida","CAMELLIA AT DEERWOOD","10","9","1","0"
16,"Duval","Florida","ANTHEM LAKES, LLC","1","1","0","0"
16,"Duval","Florida","DOLPHIN POINTE HEALTH CARE CENTER","2","2","0","0"
16,"Duval","Florida","TERRACE OF JACKSONVILLE, THE","4","4","0","0"
16,"Duval","Florida","BROOKDALE ATRIUM WAY 1","4","3","1","0"
16,"Duval","Florida","JACKSONVILLE NURSING AND REHAB CENTER","4","4","0","0"
16,"Duval","Florida","SAN JOSE GARDENS ALZHEIMER'S SPECIAL CARE CENTER","3","3","0","0"
16,"Duval","Florida","RIVER GARDEN HEBREW HOME FOR THE AGED","2","2","0","0"
16,"Duval","Florida","BROOKDALE SOUTHPOINT","1","1","0","0"
16,"Duval","Florida","NOBLE HOUSE RETIREMENT OF JACKSONVILLE, LLC","1","1","0","0"
16,"Duval","Florida","PARK RIDGE NURSING CENTER","10","10","0","0"
16,"Duval","Florida","HEARTLAND HEALTH CARE CENTER - JACKSONVILLE","2","2","0","0"
16,"Duval","Florida","ST CATHERINE LABOURE MANOR INC","3","3","0","0"
16,"Duval","Florida","PLYMOUTH HOME FOR ADULTS INC","1","1","0","0"
16,"Duval","Florida","SAN JOSE HEALTH AND REHABILITATION CENTER","3","3","0","0"
16,"Duval","Florida","SIGNATURE HEALTHCARE OF JACKSONVILLE","21","21","0","0"
16,"Duval","Florida","FIRST COAST HEALTH AND REHABILITATION CENTER","2","2","0","0"
16,"Duval","Florida","FANNIE E. TAYLOR HOME FOR THE AGED-TAYLOR MANOR, INC.","2","2","0","0"
17,"Escambia","Florida","SOLARIS HEALTHCARE PENSACOLA","2","2","0","0"
17,"Escambia","Florida","SOUTHERN OAKS CARE CENTER","10","9","1","0"
17,"Escambia","Florida","PENSACOLA DEVELOPMENTAL CENTER","1","1","0","0"
17,"Escambia","Florida","ROSEWOOD HEALTHCARE AND REHABILITATION CENTER","4","3","0","1"
17,"Escambia","Florida","BROOKDALE PENSACOLA","4","4","0","0"
17,"Escambia","Florida","THE WATERFORD AT CREEKSIDE","5","5","0","0"
17,"Escambia","Florida","REHABILITATION CENTER AT PARK PLACE","13","12","1","0"
17,"Escambia","Florida","GRANDVIEW RETIREMENT CENTER","4","4","0","0"
17,"Escambia","Florida","BAYSIDE HEALTH AND REHABILITATION CENTER","15","15","0","0"
17,"Escambia","Florida","THE WATERFORD AT CARPENTER'S CREEK","8","7","1","0"
17,"Escambia","Florida","SPECIALTY HEALTH AND REHABILITATION CENTER","2","2","0","0"
17,"Escambia","Florida","HAVEN OF OUR LADY OF PEACE","2","2","0","0"
17,"Escambia","Florida","CONSULATE HEALTH CARE OF PENSACOLA","1","1","0","0"
17,"Escambia","Florida","HOMESTEAD VILLAGE RETIREMENT COMMUNITY","1","1","0","0"
17,"Escambia","Florida","THE BLAKE AT PENSACOLA OPERATING COMPANY LLC","1","1","0","0"
17,"Escambia","Florida","CENTURY HEALTH AND REHABILITATION CENTER","2","2","0","0"
17,"Escambia","Florida","ARCADIA HEALTH & REHABILITATION CENTER","3","3","0","0"
17,"Escambia","Florida","WILLOWBROOKE COURT AT AZALEA TRACE","7","7","0","0"
18,"Flagler","Florida","FLAGLER HEALTH AND REHABILITATION CENTER","1","1","0","0"
20,"Gadsden","Florida","RIVERCHASE HEALTH AND REHABILITATION CENTER","7","6","1","0"
20,"Gadsden","Florida","MAGNOLIA HOUSE","1","1","0","0"
21,"Gilchrist","Florida","AYERS HEALTH AND REHABILITATION CENTER","6","6","0","0"
25,"Hardee","Florida","HARDEE MANOR HEALTHCARE CENTER","2","2","0","0"
26,"Hendry","Florida","CLEWISTON NURSING & REHABILITATION","12","12","0","0"
26,"Hendry","Florida","OAKBROOK HEALTH AND REHABILITATION CENTER","7","7","0","0"
27,"Hernando","Florida","EVERGREEN WOODS","6","5","1","0"
27,"Hernando","Florida","FOREST OAKS OF SPRING HILL","2","2","0","0"
27,"Hernando","Florida","BROOKSVILLE HEALTHCARE CENTER","5","5","0","0"
27,"Hernando","Florida","SPRING OAKS","6","6","0","0"
27,"Hernando","Florida","HERON POINTE HEALTH AND REHABILITATION","3","3","0","0"
27,"Hernando","Florida","NORTHBROOK HEALTH AND REHABILITATION CENTER","6","6","0","0"
28,"Highlands","Florida","OAKS AT AVON","5","5","0","0"
28,"Highlands","Florida","ROYAL CARE OF AVON PARK","4","4","0","0"
28,"Highlands","Florida","PALMS OF SEBRING (THE)","1","0","1","0"
28,"Highlands","Florida","KENILWORTH CARE & REHABILITATION CENTER","2","2","0","0"
29,"Hillsborough","Florida","SOLARIS HEALTHCARE PLANT CITY","2","2","0","0"
29,"Hillsborough","Florida","ARBOR TERRACE AT CITRUS PARK","1","1","0","0"
29,"Hillsborough","Florida","CONSULATE HEALTH CARE OF BRANDON","19","19","0","0"
29,"Hillsborough","Florida","CROSSINGS AT RIVERVIEW, THE","2","2","0","0"
29,"Hillsborough","Florida","BELVEDERE COMMONS OF SUN CITY CENTER","2","2","0","0"
29,"Hillsborough","Florida","CENTRAL PARK HEALTHCARE AND REHABILITATION CENTER","5","5","0","0"
29,"Hillsborough","Florida","LAKELAND HILLS CENTER","12","12","0","0"
29,"Hillsborough","Florida","THE INN AT UNIVERSITY VILLAGE","5","5","0","0"
29,"Hillsborough","Florida","PALM GARDEN OF TAMPA","5","5","0","0"
29,"Hillsborough","Florida","WHISPERING OAKS","5","5","0","0"
29,"Hillsborough","Florida","DISCOVERY VILLAGE AT TAMPA PALMS","1","1","0","0"
29,"Hillsborough","Florida","ROSECASTLE AT DELANEY CREEK","3","3","0","0"
29,"Hillsborough","Florida","WEINBERG VILLAGE","1","1","0","0"
29,"Hillsborough","Florida","COVENTRY ASSISTED LIVING","2","2","0","0"
29,"Hillsborough","Florida","CARROLLWOOD CARE CENTER","9","9","0","0"
29,"Hillsborough","Florida","BRANDON HEALTH AND REHABILITATION CENTER","1","1","0","0"
29,"Hillsborough","Florida","MEMORY LANE COTTAGE AT TAMPA PALMS, LLC","1","1","0","0"
29,"Hillsborough","Florida","HANNA OAKS CENTER FOR INDEPENDENT AND ASSISTED LIVING","5","5","0","0"
29,"Hillsborough","Florida","ROYAL SUN PARK ASSISTED LIVING FACILITY","3","3","0","0"
